userId	geneSymbol	geneName	entrezgene	gLink
Ubr2	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	224826	https://www.ncbi.nlm.nih.gov/gene/?term=224826
Kitl	Kitl	kit ligand	17311	https://www.ncbi.nlm.nih.gov/gene/?term=17311
Gpam	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	14732	https://www.ncbi.nlm.nih.gov/gene/?term=14732
Dock6	Dock6	dedicator of cytokinesis 6	319899	https://www.ncbi.nlm.nih.gov/gene/?term=319899
Trpv1	Trpv1	transient receptor potential cation channel, subfamily V, member 1	193034	https://www.ncbi.nlm.nih.gov/gene/?term=193034
Kif13a	Kif13a	kinesin family member 13A	16553	https://www.ncbi.nlm.nih.gov/gene/?term=16553
Hmgcs2	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	15360	https://www.ncbi.nlm.nih.gov/gene/?term=15360
Dock1	Dock1	dedicator of cytokinesis 1	330662	https://www.ncbi.nlm.nih.gov/gene/?term=330662
Plxna1	Plxna1	plexin A1	18844	https://www.ncbi.nlm.nih.gov/gene/?term=18844
Lrch3	Lrch3	leucine-rich repeats and calponin homology (CH) domain containing 3	70144	https://www.ncbi.nlm.nih.gov/gene/?term=70144
Tbc1d1	Tbc1d1	TBC1 domain family, member 1	57915	https://www.ncbi.nlm.nih.gov/gene/?term=57915
Cpt1b	Cpt1b	carnitine palmitoyltransferase 1b, muscle	12895	https://www.ncbi.nlm.nih.gov/gene/?term=12895
Sec16a	Sec16a	SEC16 homolog A, endoplasmic reticulum export factor	227648	https://www.ncbi.nlm.nih.gov/gene/?term=227648
Thbs1	Thbs1	thrombospondin 1	21825	https://www.ncbi.nlm.nih.gov/gene/?term=21825
Cluh	Cluh	clustered mitochondria (cluA/CLU1) homolog	74148	https://www.ncbi.nlm.nih.gov/gene/?term=74148
Fbxo10	Fbxo10	F-box protein 10	269529	https://www.ncbi.nlm.nih.gov/gene/?term=269529
Mcc	Mcc	mutated in colorectal cancers	328949	https://www.ncbi.nlm.nih.gov/gene/?term=328949
Slc4a3	Slc4a3	solute carrier family 4 (anion exchanger), member 3	20536	https://www.ncbi.nlm.nih.gov/gene/?term=20536
Dstyk	Dstyk	dual serine/threonine and tyrosine protein kinase	213452	https://www.ncbi.nlm.nih.gov/gene/?term=213452
Asxl2	Asxl2	additional sex combs like 2, transcriptional regulator	75302	https://www.ncbi.nlm.nih.gov/gene/?term=75302
Ice1	Ice1	interactor of little elongation complex ELL subunit 1	218333	https://www.ncbi.nlm.nih.gov/gene/?term=218333
Rnf123	Rnf123	ring finger protein 123	84585	https://www.ncbi.nlm.nih.gov/gene/?term=84585
Dgkd	Dgkd	diacylglycerol kinase, delta	227333	https://www.ncbi.nlm.nih.gov/gene/?term=227333
Usp54	Usp54	ubiquitin specific peptidase 54	78787	https://www.ncbi.nlm.nih.gov/gene/?term=78787
Tmtc1	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	387314	https://www.ncbi.nlm.nih.gov/gene/?term=387314
Slc45a4	Slc45a4	solute carrier family 45, member 4	106068	https://www.ncbi.nlm.nih.gov/gene/?term=106068
Lrrc32	Lrrc32	leucine rich repeat containing 32	434215	https://www.ncbi.nlm.nih.gov/gene/?term=434215
Klhl21	Klhl21	kelch-like 21	242785	https://www.ncbi.nlm.nih.gov/gene/?term=242785
Spg11	Spg11	SPG11, spatacsin vesicle trafficking associated	214585	https://www.ncbi.nlm.nih.gov/gene/?term=214585
Ttc28	Ttc28	tetratricopeptide repeat domain 28	209683	https://www.ncbi.nlm.nih.gov/gene/?term=209683
Ube3b	Ube3b	ubiquitin protein ligase E3B	117146	https://www.ncbi.nlm.nih.gov/gene/?term=117146
Mmrn1	Mmrn1	multimerin 1	70945	https://www.ncbi.nlm.nih.gov/gene/?term=70945
Trpc3	Trpc3	transient receptor potential cation channel, subfamily C, member 3	22065	https://www.ncbi.nlm.nih.gov/gene/?term=22065
Tsc22d3	Tsc22d3	TSC22 domain family, member 3	14605	https://www.ncbi.nlm.nih.gov/gene/?term=14605
5830417I10Rik	5830417I10Rik	gon-4-like pseudogene	100302730	https://www.ncbi.nlm.nih.gov/gene/?term=100302730
Abca9	Abca9	ATP-binding cassette, sub-family A (ABC1), member 9	217262	https://www.ncbi.nlm.nih.gov/gene/?term=217262
Sox6	Sox6	SRY (sex determining region Y)-box 6	20679	https://www.ncbi.nlm.nih.gov/gene/?term=20679
Atg2b	Atg2b	autophagy related 2B	76559	https://www.ncbi.nlm.nih.gov/gene/?term=76559
Ranbp2	Ranbp2	RAN binding protein 2	19386	https://www.ncbi.nlm.nih.gov/gene/?term=19386
Thada	Thada	thyroid adenoma associated	240174	https://www.ncbi.nlm.nih.gov/gene/?term=240174
