userId	geneSymbol	geneName	entrezgene	gLink
Tti1	Tti1	TELO2 interacting protein 1	75425	https://www.ncbi.nlm.nih.gov/gene/?term=75425
Mfn1	Mfn1	mitofusin 1	67414	https://www.ncbi.nlm.nih.gov/gene/?term=67414
Ncoa3	Ncoa3	nuclear receptor coactivator 3	17979	https://www.ncbi.nlm.nih.gov/gene/?term=17979
Mecom	Mecom	MDS1 and EVI1 complex locus	14013	https://www.ncbi.nlm.nih.gov/gene/?term=14013
Hmgcs2	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	15360	https://www.ncbi.nlm.nih.gov/gene/?term=15360
Notch2	Notch2	notch 2	18129	https://www.ncbi.nlm.nih.gov/gene/?term=18129
Cyp2u1	Cyp2u1	cytochrome P450, family 2, subfamily u, polypeptide 1	71519	https://www.ncbi.nlm.nih.gov/gene/?term=71519
Trim2	Trim2	tripartite motif-containing 2	80890	https://www.ncbi.nlm.nih.gov/gene/?term=80890
Faxc	Faxc	failed axon connections homolog	76132	https://www.ncbi.nlm.nih.gov/gene/?term=76132
Ptpru	Ptpru	protein tyrosine phosphatase, receptor type, U	19273	https://www.ncbi.nlm.nih.gov/gene/?term=19273
Mthfr	Mthfr	methylenetetrahydrofolate reductase	17769	https://www.ncbi.nlm.nih.gov/gene/?term=17769
Aff1	Aff1	AF4/FMR2 family, member 1	17355	https://www.ncbi.nlm.nih.gov/gene/?term=17355
Ints1	Ints1	integrator complex subunit 1	68510	https://www.ncbi.nlm.nih.gov/gene/?term=68510
Zfp12	Zfp12	zinc finger protein 12	231866	https://www.ncbi.nlm.nih.gov/gene/?term=231866
Gcc1	Gcc1	golgi coiled coil 1	74375	https://www.ncbi.nlm.nih.gov/gene/?term=74375
Gm20605	Gm20605	predicted gene 20605	100316903	https://www.ncbi.nlm.nih.gov/gene/?term=100316903
Plxna1	Plxna1	plexin A1	18844	https://www.ncbi.nlm.nih.gov/gene/?term=18844
Tmtc1	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	387314	https://www.ncbi.nlm.nih.gov/gene/?term=387314
Zik1	Zik1	zinc finger protein interacting with K protein 1	22775	https://www.ncbi.nlm.nih.gov/gene/?term=22775
Rnf40	Rnf40	ring finger protein 40	233900	https://www.ncbi.nlm.nih.gov/gene/?term=233900
Trim30a	Trim30a	tripartite motif-containing 30A	20128	https://www.ncbi.nlm.nih.gov/gene/?term=20128
Plxnb3	Plxnb3	plexin B3	140571	https://www.ncbi.nlm.nih.gov/gene/?term=140571
Tsc22d3	Tsc22d3	TSC22 domain family, member 3	14605	https://www.ncbi.nlm.nih.gov/gene/?term=14605
Star	Star	steroidogenic acute regulatory protein	20845	https://www.ncbi.nlm.nih.gov/gene/?term=20845
Pgr	Pgr	progesterone receptor	18667	https://www.ncbi.nlm.nih.gov/gene/?term=18667
Dock6	Dock6	dedicator of cytokinesis 6	319899	https://www.ncbi.nlm.nih.gov/gene/?term=319899
Hcn4	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	330953	https://www.ncbi.nlm.nih.gov/gene/?term=330953
Slco2a1	Slco2a1	solute carrier organic anion transporter family, member 2a1	24059	https://www.ncbi.nlm.nih.gov/gene/?term=24059
Cspg4	Cspg4	chondroitin sulfate proteoglycan 4	121021	https://www.ncbi.nlm.nih.gov/gene/?term=121021
Micall1	Micall1	microtubule associated monooxygenase, calponin and LIM domain containing -like 1	27008	https://www.ncbi.nlm.nih.gov/gene/?term=27008
Spg11	Spg11	SPG11, spatacsin vesicle trafficking associated	214585	https://www.ncbi.nlm.nih.gov/gene/?term=214585
Atp7a	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	11977	https://www.ncbi.nlm.nih.gov/gene/?term=11977
Mapkbp1	Mapkbp1	mitogen-activated protein kinase binding protein 1	26390	https://www.ncbi.nlm.nih.gov/gene/?term=26390
Gria2	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	14800	https://www.ncbi.nlm.nih.gov/gene/?term=14800
Phka1	Phka1	phosphorylase kinase alpha 1	18679	https://www.ncbi.nlm.nih.gov/gene/?term=18679
Pomt2	Pomt2	protein-O-mannosyltransferase 2	217734	https://www.ncbi.nlm.nih.gov/gene/?term=217734
Mtmr3	Mtmr3	myotubularin related protein 3	74302	https://www.ncbi.nlm.nih.gov/gene/?term=74302
Ice1	Ice1	interactor of little elongation complex ELL subunit 1	218333	https://www.ncbi.nlm.nih.gov/gene/?term=218333
Ptpn13	Ptpn13	protein tyrosine phosphatase, non-receptor type 13	19249	https://www.ncbi.nlm.nih.gov/gene/?term=19249
Sema3f	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	20350	https://www.ncbi.nlm.nih.gov/gene/?term=20350
Zc3h12c	Zc3h12c	zinc finger CCCH type containing 12C	244871	https://www.ncbi.nlm.nih.gov/gene/?term=244871
Rusc2	Rusc2	RUN and SH3 domain containing 2	100213	https://www.ncbi.nlm.nih.gov/gene/?term=100213
Slc2a13	Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13	239606	https://www.ncbi.nlm.nih.gov/gene/?term=239606
Sbf1	Sbf1	SET binding factor 1	77980	https://www.ncbi.nlm.nih.gov/gene/?term=77980
Sh3tc1	Sh3tc1	SH3 domain and tetratricopeptide repeats 1	231147	https://www.ncbi.nlm.nih.gov/gene/?term=231147
Igflr1	Igflr1	IGF-like family receptor 1	101883	https://www.ncbi.nlm.nih.gov/gene/?term=101883
Ralgapa2	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	241694	https://www.ncbi.nlm.nih.gov/gene/?term=241694
Ranbp10	Ranbp10	RAN binding protein 10	74334	https://www.ncbi.nlm.nih.gov/gene/?term=74334
Asxl2	Asxl2	additional sex combs like 2, transcriptional regulator	75302	https://www.ncbi.nlm.nih.gov/gene/?term=75302
Kcna6	Kcna6	potassium voltage-gated channel, shaker-related, subfamily, member 6	16494	https://www.ncbi.nlm.nih.gov/gene/?term=16494
Lrrc56	Lrrc56	leucine rich repeat containing 56	70552	https://www.ncbi.nlm.nih.gov/gene/?term=70552
Gabpb2	Gabpb2	GA repeat binding protein, beta 2	213054	https://www.ncbi.nlm.nih.gov/gene/?term=213054
Lmtk2	Lmtk2	lemur tyrosine kinase 2	231876	https://www.ncbi.nlm.nih.gov/gene/?term=231876
Heatr5b	Heatr5b	HEAT repeat containing 5B	320473	https://www.ncbi.nlm.nih.gov/gene/?term=320473
Ubn1	Ubn1	ubinuclein 1	170644	https://www.ncbi.nlm.nih.gov/gene/?term=170644
Uhrf1bp1	Uhrf1bp1	UHRF1 (ICBP90) binding protein 1	224648	https://www.ncbi.nlm.nih.gov/gene/?term=224648
Cep104	Cep104	centrosomal protein 104	230967	https://www.ncbi.nlm.nih.gov/gene/?term=230967
Icmt	Icmt	isoprenylcysteine carboxyl methyltransferase	57295	https://www.ncbi.nlm.nih.gov/gene/?term=57295
Hip1	Hip1	huntingtin interacting protein 1	215114	https://www.ncbi.nlm.nih.gov/gene/?term=215114
Klhl42	Klhl42	kelch-like 42	232539	https://www.ncbi.nlm.nih.gov/gene/?term=232539
Thbs1	Thbs1	thrombospondin 1	21825	https://www.ncbi.nlm.nih.gov/gene/?term=21825
Il7	Il7	interleukin 7	16196	https://www.ncbi.nlm.nih.gov/gene/?term=16196
Zbtb38	Zbtb38	zinc finger and BTB domain containing 38	245007	https://www.ncbi.nlm.nih.gov/gene/?term=245007
Ambra1	Ambra1	autophagy/beclin 1 regulator 1	228361	https://www.ncbi.nlm.nih.gov/gene/?term=228361
Pitpnm3	Pitpnm3	PITPNM family member 3	327958	https://www.ncbi.nlm.nih.gov/gene/?term=327958
Ppip5k2	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2	227399	https://www.ncbi.nlm.nih.gov/gene/?term=227399
Dnajc16	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16	214063	https://www.ncbi.nlm.nih.gov/gene/?term=214063
Zmynd15	Zmynd15	zinc finger, MYND-type containing 15	574428	https://www.ncbi.nlm.nih.gov/gene/?term=574428
Irgq	Irgq	immunity-related GTPase family, Q	210146	https://www.ncbi.nlm.nih.gov/gene/?term=210146
Phf8	Phf8	PHD finger protein 8	320595	https://www.ncbi.nlm.nih.gov/gene/?term=320595
Atg2b	Atg2b	autophagy related 2B	76559	https://www.ncbi.nlm.nih.gov/gene/?term=76559
Syt15	Syt15	synaptotagmin XV	319508	https://www.ncbi.nlm.nih.gov/gene/?term=319508
Rnf123	Rnf123	ring finger protein 123	84585	https://www.ncbi.nlm.nih.gov/gene/?term=84585
Abca8a	Abca8a	ATP-binding cassette, sub-family A (ABC1), member 8a	217258	https://www.ncbi.nlm.nih.gov/gene/?term=217258
Tango6	Tango6	transport and golgi organization 6	272538	https://www.ncbi.nlm.nih.gov/gene/?term=272538
Ncapg2	Ncapg2	non-SMC condensin II complex, subunit G2	76044	https://www.ncbi.nlm.nih.gov/gene/?term=76044
Rassf4	Rassf4	Ras association (RalGDS/AF-6) domain family member 4	213391	https://www.ncbi.nlm.nih.gov/gene/?term=213391
Wdfy3	Wdfy3	WD repeat and FYVE domain containing 3	72145	https://www.ncbi.nlm.nih.gov/gene/?term=72145
Prss53	Prss53	protease, serine 53	330657	https://www.ncbi.nlm.nih.gov/gene/?term=330657
Dock5	Dock5	dedicator of cytokinesis 5	68813	https://www.ncbi.nlm.nih.gov/gene/?term=68813
Ccdc149	Ccdc149	coiled-coil domain containing 149	100503884	https://www.ncbi.nlm.nih.gov/gene/?term=100503884
Jrk	Jrk	jerky	16469	https://www.ncbi.nlm.nih.gov/gene/?term=16469
Zfp445	Zfp445	zinc finger protein 445	235682	https://www.ncbi.nlm.nih.gov/gene/?term=235682
Prr15l	Prr15l	proline rich 15-like	217138	https://www.ncbi.nlm.nih.gov/gene/?term=217138
Cmya5	Cmya5	cardiomyopathy associated 5	76469	https://www.ncbi.nlm.nih.gov/gene/?term=76469
Fbxo40	Fbxo40	F-box protein 40	207215	https://www.ncbi.nlm.nih.gov/gene/?term=207215
Zfp646	Zfp646	zinc finger protein 646	233905	https://www.ncbi.nlm.nih.gov/gene/?term=233905
Ankrd55	Ankrd55	ankyrin repeat domain 55	77318	https://www.ncbi.nlm.nih.gov/gene/?term=77318
Lingo3	Lingo3	leucine rich repeat and Ig domain containing 3	237403	https://www.ncbi.nlm.nih.gov/gene/?term=237403
2900026A02Rik	2900026A02Rik	RIKEN cDNA 2900026A02 gene	243219	https://www.ncbi.nlm.nih.gov/gene/?term=243219
Fbxo31	Fbxo31	F-box protein 31	76454	https://www.ncbi.nlm.nih.gov/gene/?term=76454
Tg	Tg	thyroglobulin	21819	https://www.ncbi.nlm.nih.gov/gene/?term=21819
Plxnb1	Plxnb1	plexin B1	235611	https://www.ncbi.nlm.nih.gov/gene/?term=235611
Zfp869	Zfp869	zinc finger protein 869	66869	https://www.ncbi.nlm.nih.gov/gene/?term=66869
Adh7	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	11529	https://www.ncbi.nlm.nih.gov/gene/?term=11529
Arhgap35	Arhgap35	Rho GTPase activating protein 35	232906	https://www.ncbi.nlm.nih.gov/gene/?term=232906
Dock1	Dock1	dedicator of cytokinesis 1	330662	https://www.ncbi.nlm.nih.gov/gene/?term=330662
Rnf207	Rnf207	ring finger protein 207	433809	https://www.ncbi.nlm.nih.gov/gene/?term=433809
Fryl	Fryl	FRY like transcription coactivator	72313	https://www.ncbi.nlm.nih.gov/gene/?term=72313
Dgkd	Dgkd	diacylglycerol kinase, delta	227333	https://www.ncbi.nlm.nih.gov/gene/?term=227333
Mcc	Mcc	mutated in colorectal cancers	328949	https://www.ncbi.nlm.nih.gov/gene/?term=328949
Aoc2	Aoc2	amine oxidase, copper containing 2 (retina-specific)	237940	https://www.ncbi.nlm.nih.gov/gene/?term=237940
Znf41-ps	Znf41-ps	ZNF41, pseudogene	70005	https://www.ncbi.nlm.nih.gov/gene/?term=70005
Gm3883	Gm3883	predicted gene 3883	100042519	https://www.ncbi.nlm.nih.gov/gene/?term=100042519
Gm4617	Gm4617	NA	100043740	https://www.ncbi.nlm.nih.gov/gene/?term=100043740
Gm336	Gm336	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 pseudogene	240539	https://www.ncbi.nlm.nih.gov/gene/?term=240539
Gm7694	Gm7694	predicted gene 7694	665574	https://www.ncbi.nlm.nih.gov/gene/?term=665574
