userId	geneSymbol	geneName	entrezgene	gLink
Plek2	Plek2	pleckstrin 2	27260	https://www.ncbi.nlm.nih.gov/gene/?term=27260
Akr1c18	Akr1c18	aldo-keto reductase family 1, member C18	105349	https://www.ncbi.nlm.nih.gov/gene/?term=105349
Edn1	Edn1	endothelin 1	13614	https://www.ncbi.nlm.nih.gov/gene/?term=13614
Serf1	Serf1	small EDRK-rich factor 1	20365	https://www.ncbi.nlm.nih.gov/gene/?term=20365
Wnt5a	Wnt5a	wingless-type MMTV integration site family, member 5A	22418	https://www.ncbi.nlm.nih.gov/gene/?term=22418
Ripk3	Ripk3	receptor-interacting serine-threonine kinase 3	56532	https://www.ncbi.nlm.nih.gov/gene/?term=56532
Grhl2	Grhl2	grainyhead like transcription factor 2	252973	https://www.ncbi.nlm.nih.gov/gene/?term=252973
Col14a1	Col14a1	collagen, type XIV, alpha 1	12818	https://www.ncbi.nlm.nih.gov/gene/?term=12818
Vdr	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	22337	https://www.ncbi.nlm.nih.gov/gene/?term=22337
Fgf12	Fgf12	fibroblast growth factor 12	14167	https://www.ncbi.nlm.nih.gov/gene/?term=14167
Snai2	Snai2	snail family zinc finger 2	20583	https://www.ncbi.nlm.nih.gov/gene/?term=20583
Aqp2	Aqp2	aquaporin 2	11827	https://www.ncbi.nlm.nih.gov/gene/?term=11827
Dlx2	Dlx2	distal-less homeobox 2	13392	https://www.ncbi.nlm.nih.gov/gene/?term=13392
Pde10a	Pde10a	phosphodiesterase 10A	23984	https://www.ncbi.nlm.nih.gov/gene/?term=23984
Qpct	Qpct	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	70536	https://www.ncbi.nlm.nih.gov/gene/?term=70536
Myot	Myot	myotilin	58916	https://www.ncbi.nlm.nih.gov/gene/?term=58916
Cidea	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	12683	https://www.ncbi.nlm.nih.gov/gene/?term=12683
Ms4a4d	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D	66607	https://www.ncbi.nlm.nih.gov/gene/?term=66607
Cnih2	Cnih2	cornichon family AMPA receptor auxiliary protein 2	12794	https://www.ncbi.nlm.nih.gov/gene/?term=12794
Ovol1	Ovol1	ovo like zinc finger 1	18426	https://www.ncbi.nlm.nih.gov/gene/?term=18426
Cep55	Cep55	centrosomal protein 55	74107	https://www.ncbi.nlm.nih.gov/gene/?term=74107
Col17a1	Col17a1	collagen, type XVII, alpha 1	12821	https://www.ncbi.nlm.nih.gov/gene/?term=12821
Bnc1	Bnc1	basonuclin 1	12173	https://www.ncbi.nlm.nih.gov/gene/?term=12173
Cbr2	Cbr2	carbonyl reductase 2	12409	https://www.ncbi.nlm.nih.gov/gene/?term=12409
Cox8b	Cox8b	cytochrome c oxidase subunit 8B	12869	https://www.ncbi.nlm.nih.gov/gene/?term=12869
Rps6ka6	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	67071	https://www.ncbi.nlm.nih.gov/gene/?term=67071
Cps1	Cps1	carbamoyl-phosphate synthetase 1	227231	https://www.ncbi.nlm.nih.gov/gene/?term=227231
Ica1l	Ica1l	islet cell autoantigen 1-like	70375	https://www.ncbi.nlm.nih.gov/gene/?term=70375
Mstn	Mstn	myostatin	17700	https://www.ncbi.nlm.nih.gov/gene/?term=17700
F5	F5	coagulation factor V	14067	https://www.ncbi.nlm.nih.gov/gene/?term=14067
Itgb6	Itgb6	integrin beta 6	16420	https://www.ncbi.nlm.nih.gov/gene/?term=16420
Cybrd1	Cybrd1	cytochrome b reductase 1	73649	https://www.ncbi.nlm.nih.gov/gene/?term=73649
Zfp385b	Zfp385b	zinc finger protein 385B	241494	https://www.ncbi.nlm.nih.gov/gene/?term=241494
Dhrs9	Dhrs9	dehydrogenase/reductase (SDR family) member 9	241452	https://www.ncbi.nlm.nih.gov/gene/?term=241452
Hdc	Hdc	histidine decarboxylase	15186	https://www.ncbi.nlm.nih.gov/gene/?term=15186
Sla2	Sla2	Src-like-adaptor 2	77799	https://www.ncbi.nlm.nih.gov/gene/?term=77799
Hsd3b6	Hsd3b6	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6	15497	https://www.ncbi.nlm.nih.gov/gene/?term=15497
Lef1	Lef1	lymphoid enhancer binding factor 1	16842	https://www.ncbi.nlm.nih.gov/gene/?term=16842
Atp6v0d2	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	242341	https://www.ncbi.nlm.nih.gov/gene/?term=242341
Rhd	Rhd	Rh blood group, D antigen	19746	https://www.ncbi.nlm.nih.gov/gene/?term=19746
Sytl1	Sytl1	synaptotagmin-like 1	269589	https://www.ncbi.nlm.nih.gov/gene/?term=269589
Rspo1	Rspo1	R-spondin 1	192199	https://www.ncbi.nlm.nih.gov/gene/?term=192199
Slc2a5	Slc2a5	solute carrier family 2 (facilitated glucose transporter), member 5	56485	https://www.ncbi.nlm.nih.gov/gene/?term=56485
Trp73	Trp73	transformation related protein 73	22062	https://www.ncbi.nlm.nih.gov/gene/?term=22062
Mmp23	Mmp23	matrix metallopeptidase 23	26561	https://www.ncbi.nlm.nih.gov/gene/?term=26561
Lfng	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	16848	https://www.ncbi.nlm.nih.gov/gene/?term=16848
Cers3	Cers3	ceramide synthase 3	545975	https://www.ncbi.nlm.nih.gov/gene/?term=545975
Nucb2	Nucb2	nucleobindin 2	53322	https://www.ncbi.nlm.nih.gov/gene/?term=53322
Mylpf	Mylpf	myosin light chain, phosphorylatable, fast skeletal muscle	17907	https://www.ncbi.nlm.nih.gov/gene/?term=17907
Coro1a	Coro1a	coronin, actin binding protein 1A	12721	https://www.ncbi.nlm.nih.gov/gene/?term=12721
Cox6a2	Cox6a2	cytochrome c oxidase subunit 6A2	12862	https://www.ncbi.nlm.nih.gov/gene/?term=12862
Elf4	Elf4	E74-like factor 4 (ets domain transcription factor)	56501	https://www.ncbi.nlm.nih.gov/gene/?term=56501
Tceal6	Tceal6	transcription elongation factor A (SII)-like 6	66104	https://www.ncbi.nlm.nih.gov/gene/?term=66104
Hsd11b2	Hsd11b2	hydroxysteroid 11-beta dehydrogenase 2	15484	https://www.ncbi.nlm.nih.gov/gene/?term=15484
Zfp90	Zfp90	zinc finger protein 90	22751	https://www.ncbi.nlm.nih.gov/gene/?term=22751
Trim29	Trim29	tripartite motif-containing 29	72169	https://www.ncbi.nlm.nih.gov/gene/?term=72169
Grik4	Grik4	glutamate receptor, ionotropic, kainate 4	110637	https://www.ncbi.nlm.nih.gov/gene/?term=110637
Plet1	Plet1	placenta expressed transcript 1	76509	https://www.ncbi.nlm.nih.gov/gene/?term=76509
Elovl4	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	83603	https://www.ncbi.nlm.nih.gov/gene/?term=83603
Paqr5	Paqr5	progestin and adipoQ receptor family member V	74090	https://www.ncbi.nlm.nih.gov/gene/?term=74090
Alpk2	Alpk2	alpha-kinase 2	225638	https://www.ncbi.nlm.nih.gov/gene/?term=225638
Scx	Scx	scleraxis	20289	https://www.ncbi.nlm.nih.gov/gene/?term=20289
Rhov	Rhov	ras homolog family member V	228543	https://www.ncbi.nlm.nih.gov/gene/?term=228543
Ly6d	Ly6d	lymphocyte antigen 6 complex, locus D	17068	https://www.ncbi.nlm.nih.gov/gene/?term=17068
Plvap	Plvap	plasmalemma vesicle associated protein	84094	https://www.ncbi.nlm.nih.gov/gene/?term=84094
Cdcp1	Cdcp1	CUB domain containing protein 1	109332	https://www.ncbi.nlm.nih.gov/gene/?term=109332
Colec11	Colec11	collectin sub-family member 11	71693	https://www.ncbi.nlm.nih.gov/gene/?term=71693
Grhl3	Grhl3	grainyhead like transcription factor 3	230824	https://www.ncbi.nlm.nih.gov/gene/?term=230824
Kcnmb2	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	72413	https://www.ncbi.nlm.nih.gov/gene/?term=72413
Igsf9	Igsf9	immunoglobulin superfamily, member 9	93842	https://www.ncbi.nlm.nih.gov/gene/?term=93842
Fam198a	Fam198a	family with sequence similarity 198, member A	245050	https://www.ncbi.nlm.nih.gov/gene/?term=245050
Nlrp6	Nlrp6	NLR family, pyrin domain containing 6	101613	https://www.ncbi.nlm.nih.gov/gene/?term=101613
Eme1	Eme1	essential meiotic structure-specific endonuclease 1	268465	https://www.ncbi.nlm.nih.gov/gene/?term=268465
Cdk5rap2	Cdk5rap2	CDK5 regulatory subunit associated protein 2	214444	https://www.ncbi.nlm.nih.gov/gene/?term=214444
Snx22	Snx22	sorting nexin 22	382083	https://www.ncbi.nlm.nih.gov/gene/?term=382083
Cercam	Cercam	cerebral endothelial cell adhesion molecule	99151	https://www.ncbi.nlm.nih.gov/gene/?term=99151
Tbc1d2	Tbc1d2	TBC1 domain family, member 2	381605	https://www.ncbi.nlm.nih.gov/gene/?term=381605
Cyp2s1	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	74134	https://www.ncbi.nlm.nih.gov/gene/?term=74134
Cmtm8	Cmtm8	CKLF-like MARVEL transmembrane domain containing 8	70031	https://www.ncbi.nlm.nih.gov/gene/?term=70031
Car8	Car8	carbonic anhydrase 8	12319	https://www.ncbi.nlm.nih.gov/gene/?term=12319
Smpx	Smpx	small muscle protein, X-linked	66106	https://www.ncbi.nlm.nih.gov/gene/?term=66106
Lad1	Lad1	ladinin	16763	https://www.ncbi.nlm.nih.gov/gene/?term=16763
Rhod	Rhod	ras homolog family member D	11854	https://www.ncbi.nlm.nih.gov/gene/?term=11854
S100a14	S100a14	S100 calcium binding protein A14	66166	https://www.ncbi.nlm.nih.gov/gene/?term=66166
Ctf1	Ctf1	cardiotrophin 1	13019	https://www.ncbi.nlm.nih.gov/gene/?term=13019
Notum	Notum	notum palmitoleoyl-protein carboxylesterase	77583	https://www.ncbi.nlm.nih.gov/gene/?term=77583
Mdga1	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	74762	https://www.ncbi.nlm.nih.gov/gene/?term=74762
Rpl18a	Rpl18a	ribosomal protein L18A	76808	https://www.ncbi.nlm.nih.gov/gene/?term=76808
Sh2d5	Sh2d5	SH2 domain containing 5	230863	https://www.ncbi.nlm.nih.gov/gene/?term=230863
Krt14	Krt14	keratin 14	16664	https://www.ncbi.nlm.nih.gov/gene/?term=16664
Basp1	Basp1	brain abundant, membrane attached signal protein 1	70350	https://www.ncbi.nlm.nih.gov/gene/?term=70350
Sfn	Sfn	stratifin	55948	https://www.ncbi.nlm.nih.gov/gene/?term=55948
Rarres1	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	109222	https://www.ncbi.nlm.nih.gov/gene/?term=109222
Cyp2g1	Cyp2g1	cytochrome P450, family 2, subfamily g, polypeptide 1	13108	https://www.ncbi.nlm.nih.gov/gene/?term=13108
Sprr1a	Sprr1a	small proline-rich protein 1A	20753	https://www.ncbi.nlm.nih.gov/gene/?term=20753
Prokr2	Prokr2	prokineticin receptor 2	246313	https://www.ncbi.nlm.nih.gov/gene/?term=246313
Gm9894	Gm9894	zinc finger protein 85, related sequence 1 pseudogene	100417934	https://www.ncbi.nlm.nih.gov/gene/?term=100417934
Pkp3	Pkp3	plakophilin 3	56460	https://www.ncbi.nlm.nih.gov/gene/?term=56460
Krt15	Krt15	keratin 15	16665	https://www.ncbi.nlm.nih.gov/gene/?term=16665
Cthrc1	Cthrc1	collagen triple helix repeat containing 1	68588	https://www.ncbi.nlm.nih.gov/gene/?term=68588
Ano9	Ano9	anoctamin 9	71345	https://www.ncbi.nlm.nih.gov/gene/?term=71345
Tmem119	Tmem119	transmembrane protein 119	231633	https://www.ncbi.nlm.nih.gov/gene/?term=231633
Atp10b	Atp10b	ATPase, class V, type 10B	319767	https://www.ncbi.nlm.nih.gov/gene/?term=319767
Spock1	Spock1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1	20745	https://www.ncbi.nlm.nih.gov/gene/?term=20745
Myh1	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult	17879	https://www.ncbi.nlm.nih.gov/gene/?term=17879
Glipr1	Glipr1	GLI pathogenesis-related 1 (glioma)	73690	https://www.ncbi.nlm.nih.gov/gene/?term=73690
Unc13d	Unc13d	unc-13 homolog D	70450	https://www.ncbi.nlm.nih.gov/gene/?term=70450
Cxcl2	Cxcl2	chemokine (C-X-C motif) ligand 2	20310	https://www.ncbi.nlm.nih.gov/gene/?term=20310
Csf2ra	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	12982	https://www.ncbi.nlm.nih.gov/gene/?term=12982
Tnfrsf19	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	29820	https://www.ncbi.nlm.nih.gov/gene/?term=29820
Mfap2	Mfap2	microfibrillar-associated protein 2	17150	https://www.ncbi.nlm.nih.gov/gene/?term=17150
Dmkn	Dmkn	dermokine	73712	https://www.ncbi.nlm.nih.gov/gene/?term=73712
Krt5	Krt5	keratin 5	110308	https://www.ncbi.nlm.nih.gov/gene/?term=110308
Myl1	Myl1	myosin, light polypeptide 1	17901	https://www.ncbi.nlm.nih.gov/gene/?term=17901
Krt73	Krt73	keratin 73	223915	https://www.ncbi.nlm.nih.gov/gene/?term=223915
Tnfrsf11b	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	18383	https://www.ncbi.nlm.nih.gov/gene/?term=18383
Plekhd1	Plekhd1	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	217682	https://www.ncbi.nlm.nih.gov/gene/?term=217682
Cyp2b19	Cyp2b19	cytochrome P450, family 2, subfamily b, polypeptide 19	13090	https://www.ncbi.nlm.nih.gov/gene/?term=13090
Nipal1	Nipal1	NIPA-like domain containing 1	70701	https://www.ncbi.nlm.nih.gov/gene/?term=70701
Efcab1	Efcab1	EF-hand calcium binding domain 1	66793	https://www.ncbi.nlm.nih.gov/gene/?term=66793
Sdr16c6	Sdr16c6	short chain dehydrogenase/reductase family 16C, member 6	242286	https://www.ncbi.nlm.nih.gov/gene/?term=242286
Egr4	Egr4	early growth response 4	13656	https://www.ncbi.nlm.nih.gov/gene/?term=13656
Aldh3b2	Aldh3b2	aldehyde dehydrogenase 3 family, member B2	621603	https://www.ncbi.nlm.nih.gov/gene/?term=621603
Klhl41	Klhl41	kelch-like 41	228003	https://www.ncbi.nlm.nih.gov/gene/?term=228003
Tmem182	Tmem182	transmembrane protein 182	381339	https://www.ncbi.nlm.nih.gov/gene/?term=381339
Ugt1a1	Ugt1a1	UDP glucuronosyltransferase 1 family, polypeptide A1	394436	https://www.ncbi.nlm.nih.gov/gene/?term=394436
Gm6133	Gm6133	NA	620155	https://www.ncbi.nlm.nih.gov/gene/?term=620155
Rps27	Rps27	ribosomal protein S27	57294	https://www.ncbi.nlm.nih.gov/gene/?term=57294
Ly6g6c	Ly6g6c	lymphocyte antigen 6 complex, locus G6C	68468	https://www.ncbi.nlm.nih.gov/gene/?term=68468
