userId	geneSymbol	geneName	entrezgene	gLink
Traf3ip3	Traf3ip3	TRAF3 interacting protein 3	215243	https://www.ncbi.nlm.nih.gov/gene/?term=215243
Ckap2	Ckap2	cytoskeleton associated protein 2	80986	https://www.ncbi.nlm.nih.gov/gene/?term=80986
Gstp2	Gstp2	glutathione S-transferase, pi 2	14869	https://www.ncbi.nlm.nih.gov/gene/?term=14869
Hand2	Hand2	heart and neural crest derivatives expressed 2	15111	https://www.ncbi.nlm.nih.gov/gene/?term=15111
Sp6	Sp6	trans-acting transcription factor 6	83395	https://www.ncbi.nlm.nih.gov/gene/?term=83395
Nrtn	Nrtn	neurturin	18188	https://www.ncbi.nlm.nih.gov/gene/?term=18188
Lrrc17	Lrrc17	leucine rich repeat containing 17	74511	https://www.ncbi.nlm.nih.gov/gene/?term=74511
Apoc1	Apoc1	apolipoprotein C-I	11812	https://www.ncbi.nlm.nih.gov/gene/?term=11812
Elovl6	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (yeast)	170439	https://www.ncbi.nlm.nih.gov/gene/?term=170439
Tnfrsf18	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	21936	https://www.ncbi.nlm.nih.gov/gene/?term=21936
Sln	Sln	sarcolipin	66402	https://www.ncbi.nlm.nih.gov/gene/?term=66402
Lor	Lor	loricrin	16939	https://www.ncbi.nlm.nih.gov/gene/?term=16939
Sorcs1	Sorcs1	sortilin-related VPS10 domain containing receptor 1	58178	https://www.ncbi.nlm.nih.gov/gene/?term=58178
Dsg2	Dsg2	desmoglein 2	13511	https://www.ncbi.nlm.nih.gov/gene/?term=13511
H1fx	H1fx	H1 histone family, member X	243529	https://www.ncbi.nlm.nih.gov/gene/?term=243529
Tubg2	Tubg2	tubulin, gamma 2	103768	https://www.ncbi.nlm.nih.gov/gene/?term=103768
Cenph	Cenph	centromere protein H	26886	https://www.ncbi.nlm.nih.gov/gene/?term=26886
Cenpe	Cenpe	centromere protein E	229841	https://www.ncbi.nlm.nih.gov/gene/?term=229841
Tmem215	Tmem215	transmembrane protein 215	320500	https://www.ncbi.nlm.nih.gov/gene/?term=320500
Mettl21c	Mettl21c	methyltransferase like 21C	433294	https://www.ncbi.nlm.nih.gov/gene/?term=433294
Lix1	Lix1	limb and CNS expressed 1	66643	https://www.ncbi.nlm.nih.gov/gene/?term=66643
Gpr157	Gpr157	G protein-coupled receptor 157	269604	https://www.ncbi.nlm.nih.gov/gene/?term=269604
Ckap2l	Ckap2l	cytoskeleton associated protein 2-like	70466	https://www.ncbi.nlm.nih.gov/gene/?term=70466
Cdca2	Cdca2	cell division cycle associated 2	108912	https://www.ncbi.nlm.nih.gov/gene/?term=108912
Nrap	Nrap	nebulin-related anchoring protein	18175	https://www.ncbi.nlm.nih.gov/gene/?term=18175
Vgll2	Vgll2	vestigial like family member 2	215031	https://www.ncbi.nlm.nih.gov/gene/?term=215031
Vcpkmt	Vcpkmt	valosin containing protein lysine (K) methyltransferase	207965	https://www.ncbi.nlm.nih.gov/gene/?term=207965
Rspo2	Rspo2	R-spondin 2	239405	https://www.ncbi.nlm.nih.gov/gene/?term=239405
Lrrc15	Lrrc15	leucine rich repeat containing 15	74488	https://www.ncbi.nlm.nih.gov/gene/?term=74488
Tmem106c	Tmem106c	transmembrane protein 106C	380967	https://www.ncbi.nlm.nih.gov/gene/?term=380967
Fam133b	Fam133b	family with sequence similarity 133, member B	68152	https://www.ncbi.nlm.nih.gov/gene/?term=68152
Rpl11	Rpl11	ribosomal protein L11	67025	https://www.ncbi.nlm.nih.gov/gene/?term=67025
Rpl35a	Rpl35a	ribosomal protein L35A	57808	https://www.ncbi.nlm.nih.gov/gene/?term=57808
Trim55	Trim55	tripartite motif-containing 55	381485	https://www.ncbi.nlm.nih.gov/gene/?term=381485
Cks2	Cks2	CDC28 protein kinase regulatory subunit 2	66197	https://www.ncbi.nlm.nih.gov/gene/?term=66197
Klk1	Klk1	kallikrein 1	16612	https://www.ncbi.nlm.nih.gov/gene/?term=16612
Cenpm	Cenpm	centromere protein M	66570	https://www.ncbi.nlm.nih.gov/gene/?term=66570
Lgals1	Lgals1	lectin, galactose binding, soluble 1	16852	https://www.ncbi.nlm.nih.gov/gene/?term=16852
Apol7b	Apol7b	apolipoprotein L 7b	278679	https://www.ncbi.nlm.nih.gov/gene/?term=278679
Ntn5	Ntn5	netrin 5	243967	https://www.ncbi.nlm.nih.gov/gene/?term=243967
Gm8773	Gm8773	predicted gene 8773	667705	https://www.ncbi.nlm.nih.gov/gene/?term=667705
Tmem233	Tmem233	transmembrane protein 233	545798	https://www.ncbi.nlm.nih.gov/gene/?term=545798
Tmsb10	Tmsb10	thymosin, beta 10	19240	https://www.ncbi.nlm.nih.gov/gene/?term=19240
Rpl39	Rpl39	ribosomal protein L39	67248	https://www.ncbi.nlm.nih.gov/gene/?term=67248
Gm12625	Gm12625	predicted gene 12625	102638657	https://www.ncbi.nlm.nih.gov/gene/?term=102638657
Zfp748	Zfp748	zinc finger protein 748	212276	https://www.ncbi.nlm.nih.gov/gene/?term=212276
Gm12627	Gm12627	predicted gene 12627	102638314	https://www.ncbi.nlm.nih.gov/gene/?term=102638314
Gm12621	Gm12621	predicted gene 12621	102638206	https://www.ncbi.nlm.nih.gov/gene/?term=102638206
