userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000031409	Tceal6	transcription elongation factor A (SII)-like 6	66104	https://www.ncbi.nlm.nih.gov/gene/?term=66104
ENSMUSG00000031891	Hsd11b2	hydroxysteroid 11-beta dehydrogenase 2	15484	https://www.ncbi.nlm.nih.gov/gene/?term=15484
ENSMUSG00000031907	Zfp90	zinc finger protein 90	22751	https://www.ncbi.nlm.nih.gov/gene/?term=22751
ENSMUSG00000032013	Trim29	tripartite motif-containing 29	72169	https://www.ncbi.nlm.nih.gov/gene/?term=72169
ENSMUSG00000032017	Grik4	glutamate receptor, ionotropic, kainate 4	110637	https://www.ncbi.nlm.nih.gov/gene/?term=110637
ENSMUSG00000032068	Plet1	placenta expressed transcript 1	76509	https://www.ncbi.nlm.nih.gov/gene/?term=76509
ENSMUSG00000032262	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	83603	https://www.ncbi.nlm.nih.gov/gene/?term=83603
ENSMUSG00000032278	Paqr5	progestin and adipoQ receptor family member V	74090	https://www.ncbi.nlm.nih.gov/gene/?term=74090
ENSMUSG00000032845	Alpk2	alpha-kinase 2	225638	https://www.ncbi.nlm.nih.gov/gene/?term=225638
ENSMUSG00000034161	Scx	scleraxis	20289	https://www.ncbi.nlm.nih.gov/gene/?term=20289
ENSMUSG00000034226	Rhov	ras homolog family member V	228543	https://www.ncbi.nlm.nih.gov/gene/?term=228543
ENSMUSG00000034634	Ly6d	lymphocyte antigen 6 complex, locus D	17068	https://www.ncbi.nlm.nih.gov/gene/?term=17068
ENSMUSG00000034845	Plvap	plasmalemma vesicle associated protein	84094	https://www.ncbi.nlm.nih.gov/gene/?term=84094
ENSMUSG00000035498	Cdcp1	CUB domain containing protein 1	109332	https://www.ncbi.nlm.nih.gov/gene/?term=109332
ENSMUSG00000036655	Colec11	collectin sub-family member 11	71693	https://www.ncbi.nlm.nih.gov/gene/?term=71693
ENSMUSG00000037188	Grhl3	grainyhead like transcription factor 3	230824	https://www.ncbi.nlm.nih.gov/gene/?term=230824
ENSMUSG00000037610	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	72413	https://www.ncbi.nlm.nih.gov/gene/?term=72413
ENSMUSG00000037995	Igsf9	immunoglobulin superfamily, member 9	93842	https://www.ncbi.nlm.nih.gov/gene/?term=93842
ENSMUSG00000038233	Fam198a	family with sequence similarity 198, member A	245050	https://www.ncbi.nlm.nih.gov/gene/?term=245050
ENSMUSG00000038745	Nlrp6	NLR family, pyrin domain containing 6	101613	https://www.ncbi.nlm.nih.gov/gene/?term=101613
ENSMUSG00000039055	Eme1	essential meiotic structure-specific endonuclease 1	268465	https://www.ncbi.nlm.nih.gov/gene/?term=268465
ENSMUSG00000039298	Cdk5rap2	CDK5 regulatory subunit associated protein 2	214444	https://www.ncbi.nlm.nih.gov/gene/?term=214444
ENSMUSG00000039452	Snx22	sorting nexin 22	382083	https://www.ncbi.nlm.nih.gov/gene/?term=382083
ENSMUSG00000039787	Cercam	cerebral endothelial cell adhesion molecule	99151	https://www.ncbi.nlm.nih.gov/gene/?term=99151
ENSMUSG00000039813	Tbc1d2	TBC1 domain family, member 2	381605	https://www.ncbi.nlm.nih.gov/gene/?term=381605
ENSMUSG00000040703	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	74134	https://www.ncbi.nlm.nih.gov/gene/?term=74134
ENSMUSG00000041012	Cmtm8	CKLF-like MARVEL transmembrane domain containing 8	70031	https://www.ncbi.nlm.nih.gov/gene/?term=70031
ENSMUSG00000041261	Car8	carbonic anhydrase 8	12319	https://www.ncbi.nlm.nih.gov/gene/?term=12319
ENSMUSG00000041476	Smpx	small muscle protein, X-linked	66106	https://www.ncbi.nlm.nih.gov/gene/?term=66106
ENSMUSG00000041782	Lad1	ladinin	16763	https://www.ncbi.nlm.nih.gov/gene/?term=16763
ENSMUSG00000041845	Rhod	ras homolog family member D	11854	https://www.ncbi.nlm.nih.gov/gene/?term=11854
ENSMUSG00000042306	S100a14	S100 calcium binding protein A14	66166	https://www.ncbi.nlm.nih.gov/gene/?term=66166
ENSMUSG00000042340	Ctf1	cardiotrophin 1	13019	https://www.ncbi.nlm.nih.gov/gene/?term=13019
ENSMUSG00000042988	Notum	notum palmitoleoyl-protein carboxylesterase	77583	https://www.ncbi.nlm.nih.gov/gene/?term=77583
ENSMUSG00000043557	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	74762	https://www.ncbi.nlm.nih.gov/gene/?term=74762
ENSMUSG00000045128	Rpl18a	ribosomal protein L18A	76808	https://www.ncbi.nlm.nih.gov/gene/?term=76808
ENSMUSG00000045349	Sh2d5	SH2 domain containing 5	230863	https://www.ncbi.nlm.nih.gov/gene/?term=230863
ENSMUSG00000045545	Krt14	keratin 14	16664	https://www.ncbi.nlm.nih.gov/gene/?term=16664
ENSMUSG00000045763	Basp1	brain abundant, membrane attached signal protein 1	70350	https://www.ncbi.nlm.nih.gov/gene/?term=70350
ENSMUSG00000047281	Sfn	stratifin	55948	https://www.ncbi.nlm.nih.gov/gene/?term=55948
ENSMUSG00000049404	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	109222	https://www.ncbi.nlm.nih.gov/gene/?term=109222
ENSMUSG00000049685	Cyp2g1	cytochrome P450, family 2, subfamily g, polypeptide 1	13108	https://www.ncbi.nlm.nih.gov/gene/?term=13108
ENSMUSG00000050359	Sprr1a	small proline-rich protein 1A	20753	https://www.ncbi.nlm.nih.gov/gene/?term=20753
ENSMUSG00000050558	Prokr2	prokineticin receptor 2	246313	https://www.ncbi.nlm.nih.gov/gene/?term=246313
ENSMUSG00000054065	Pkp3	plakophilin 3	56460	https://www.ncbi.nlm.nih.gov/gene/?term=56460
ENSMUSG00000054146	Krt15	keratin 15	16665	https://www.ncbi.nlm.nih.gov/gene/?term=16665
ENSMUSG00000054196	Cthrc1	collagen triple helix repeat containing 1	68588	https://www.ncbi.nlm.nih.gov/gene/?term=68588
ENSMUSG00000054662	Ano9	anoctamin 9	71345	https://www.ncbi.nlm.nih.gov/gene/?term=71345
ENSMUSG00000054675	Tmem119	transmembrane protein 119	231633	https://www.ncbi.nlm.nih.gov/gene/?term=231633
ENSMUSG00000055415	Atp10b	ATPase, class V, type 10B	319767	https://www.ncbi.nlm.nih.gov/gene/?term=319767
ENSMUSG00000056222	Spock1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1	20745	https://www.ncbi.nlm.nih.gov/gene/?term=20745
ENSMUSG00000056328	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult	17879	https://www.ncbi.nlm.nih.gov/gene/?term=17879
ENSMUSG00000056888	Glipr1	GLI pathogenesis-related 1 (glioma)	73690	https://www.ncbi.nlm.nih.gov/gene/?term=73690
ENSMUSG00000057948	Unc13d	unc-13 homolog D	70450	https://www.ncbi.nlm.nih.gov/gene/?term=70450
ENSMUSG00000058427	Cxcl2	chemokine (C-X-C motif) ligand 2	20310	https://www.ncbi.nlm.nih.gov/gene/?term=20310
ENSMUSG00000059326	Csf2ra	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	12982	https://www.ncbi.nlm.nih.gov/gene/?term=12982
ENSMUSG00000060548	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	29820	https://www.ncbi.nlm.nih.gov/gene/?term=29820
ENSMUSG00000060572	Mfap2	microfibrillar-associated protein 2	17150	https://www.ncbi.nlm.nih.gov/gene/?term=17150
ENSMUSG00000060962	Dmkn	dermokine	73712	https://www.ncbi.nlm.nih.gov/gene/?term=73712
ENSMUSG00000061527	Krt5	keratin 5	110308	https://www.ncbi.nlm.nih.gov/gene/?term=110308
ENSMUSG00000061816	Myl1	myosin, light polypeptide 1	17901	https://www.ncbi.nlm.nih.gov/gene/?term=17901
ENSMUSG00000063661	Krt73	keratin 73	223915	https://www.ncbi.nlm.nih.gov/gene/?term=223915
ENSMUSG00000063727	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	18383	https://www.ncbi.nlm.nih.gov/gene/?term=18383
ENSMUSG00000066438	Plekhd1	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	217682	https://www.ncbi.nlm.nih.gov/gene/?term=217682
ENSMUSG00000066704	Cyp2b19	cytochrome P450, family 2, subfamily b, polypeptide 19	13090	https://www.ncbi.nlm.nih.gov/gene/?term=13090
ENSMUSG00000067219	Nipal1	NIPA-like domain containing 1	70701	https://www.ncbi.nlm.nih.gov/gene/?term=70701
ENSMUSG00000067916	Zfp991	zinc finger protein 991	666532	https://www.ncbi.nlm.nih.gov/gene/?term=666532
ENSMUSG00000068617	Efcab1	EF-hand calcium binding domain 1	66793	https://www.ncbi.nlm.nih.gov/gene/?term=66793
ENSMUSG00000071019	Sdr16c6	short chain dehydrogenase/reductase family 16C, member 6	242286	https://www.ncbi.nlm.nih.gov/gene/?term=242286
ENSMUSG00000071341	Egr4	early growth response 4	13656	https://www.ncbi.nlm.nih.gov/gene/?term=13656
ENSMUSG00000075296	Aldh3b2	aldehyde dehydrogenase 3 family, member B2	621603	https://www.ncbi.nlm.nih.gov/gene/?term=621603
ENSMUSG00000075307	Klhl41	kelch-like 41	228003	https://www.ncbi.nlm.nih.gov/gene/?term=228003
ENSMUSG00000079588	Tmem182	transmembrane protein 182	381339	https://www.ncbi.nlm.nih.gov/gene/?term=381339
ENSMUSG00000089960	Ugt1a1	UDP glucuronosyltransferase 1 family, polypeptide A1	394436	https://www.ncbi.nlm.nih.gov/gene/?term=394436
ENSMUSG00000090733	Rps27	ribosomal protein S27	57294	https://www.ncbi.nlm.nih.gov/gene/?term=57294
ENSMUSG00000092586	Ly6g6c	lymphocyte antigen 6 complex, locus G6C	68468	https://www.ncbi.nlm.nih.gov/gene/?term=68468
